17-DMAG	2-Methoxyestradiol	Abiraterone	Afatinib	Aflibercept	Aldesleukin	Aminophylline	Anakinra	Anastrozole	Arsenic trioxide	Axitinib	Azacitidine	Bevacizumab	Bortezomib	Bosutinib	Brentuximab vedotin	Cabazitaxel	Canfosfamide	Capecitabine	Carmustine	Carvedilol	Cediranib	Celecoxib	Cetuximab	Chenodeoxycholic acid	Clofarabine	Cytarabine	Dacarbazine	Dasatinib	Daunorubicin	Decitabine	Dexamethasone	Diphenhydramine	Docetaxel	Doxorubicin	Emodin	Enalapril	Epirubicin	Erlotinib	Etodolac	Etoposide	Everolimus	Exemestane	Fenretinide	Fludarabine	Fluorouracil	Fulvestrant	Gefitinib	Gemcitabine	Gemtuzumab ozogamicin	Genistein	Ibritumomab tiuxetan	Idarubicin	Imatinib	Interferon alfa-2a	Ipilimumab	Irinotecan	Ixabepilone	Ketoconazole	Lansoprazole	Lapatinib	Lenalidomide	Letrozole	Leucovorin	LG100268	Metformin	Midazolam	Mitoxantrone	Naloxone	Octreotide	Olaparib	Oxycodone	Paclitaxel	Pazopanib	Peginterferon alfa-2b	Pemetrexed	Pertuzumab	Plitidepsin	Prednisone	Pregabalin	Propranolol	Rifampin	Rituximab	Romidepsin	Romiplostim	Simvastatin	Sirolimus	Sorafenib	Sunitinib	Tamoxifen	Temsirolimus	Thalidomide	Theophylline	Tipifarnib	Topotecan	Toremifene	Trastuzumab	Tretinoin	Trifluridine	Valproic Acid	Vandetanib	Vinorelbine	Vitamin D2	Vorinostat	Zoledronate	Zoledronic acid
Mitoxantrone	0	0	0.175355450236967	0.150442477876106	0	0	0.138075313807531	0	0.22887323943662	0	0	0.237237237237237	0	0.172566371681416	0.211382113821138	0	0.261044176706827	0.0760869565217391	0.202185792349727	0.204081632653061	0.260355029585799	0	0.211627906976744	0	0.260061919504644	0.25531914893617	0	0	0.23342175066313	0.277978339350181	0.258785942492013	0.160762942779292	0.130434782608696	0.231168831168831	0.217699115044248	0	0.244224422442244	0.217699115044248	0.209558823529412	0.283154121863799	0.27906976744186	0.217213114754098	0.22	0	0.282868525896414	0.222614840989399	0.191964285714286	0.178988326848249	0.275261324041812	0	0	0	0.222222222222222	0.26603325415677	0	0	0.264285714285714	0.20817843866171	0.169230769230769	0.201195219123506	0.196172248803828	0.197530864197531	0.199312714776632	0.21025641025641	0	0.183520599250936	0.102719033232628	1	0.073394495412844	0.207161125319693	0	0.175609756097561	0.220907297830375	0.207100591715976	0	0.24896265560166	0	0	0.182065217391304	0.126385809312639	0.133333333333333	0	0	0	0	0.185185185185185	0.223300970873786	0.217532467532468	0.229268292682927	0.209090909090909	0.261744966442953	0.222457627118644	0.138528138528139	0	0.263157894736842	0.120331950207469	0	0.184210526315789	0.0212765957446809	0.200477326968974	0.216463414634146	0.235507246376812	0.0454545454545455	0.178743961352657	0.254601226993865	0.254601226993865
Naloxone	0	0	0.142857142857143	0.111111111111111	0	0	0.125925925925926	0	0.0853080568720379	0	0	0.0977443609022556	0	0.0579937304075235	0.0920245398773006	0	0.14792899408284	0.0540540540540541	0.0693069306930693	0.109004739336493	0.0928571428571429	0	0.0750670241286863	0	0.0996168582375479	0.125	0	0	0.078125	0.109004739336493	0.0873015873015873	0.0699300699300699	0.14	0.0858895705521472	0.0656660412757974	0	0.103004291845494	0.0656660412757974	0.0829015544041451	0.101851851851852	0.117021276595745	0.0748299319727891	0.128048780487805	0	0.0802139037433155	0.0761904761904762	0.15748031496063	0.0892857142857143	0.0982142857142857	0	0	0	0.099290780141844	0.0755208333333333	0	0	0.10377358490566	0.108108108108108	0.121951219512195	0.0733333333333333	0.140350877192982	0.0627376425855513	0.139303482587065	0.104761904761905	0	0.12	0.144859813084112	0.073394495412844	1	0.1	0	0.134796238244514	0.0800865800865801	0.0950570342205323	0	0.0838323353293413	0	0	0.0899653979238754	0.0541176470588235	0.157534246575342	0	0	0	0	0.0869565217391304	0.0756302521008403	0.0851063829787234	0.0726256983240224	0.0648854961832061	0.0847457627118644	0.0752941176470588	0.1171875	0	0.12751677852349	0.136363636363636	0	0.0759493670886076	0.0285714285714286	0.0942857142857143	0.08984375	0.110552763819095	0.0609756097560976	0.0598290598290598	0.111538461538462	0.111538461538462
Octreotide	0	0	0.122699386503067	0.125	0	0	0.123919308357349	0	0.216145833333333	0	0	0.221198156682028	0	0.209271523178808	0.162011173184358	0	0.241379310344828	0.0429042904290429	0.240829346092504	0.1712158808933	0.25635103926097	0	0.309426229508197	0	0.305970149253731	0.201017811704835	0	0	0.20703933747412	0.235602094240838	0.210401891252955	0.180043383947939	0.128205128205128	0.223140495867769	0.249612403100775	0	0.272493573264781	0.249612403100775	0.1640625	0.265957446808511	0.185185185185185	0.227586206896552	0.219020172910663	0	0.179624664879357	0.162907268170426	0.170212765957447	0.156593406593407	0.177615571776156	0	0	0	0.103932584269663	0.256756756756757	0	0	0.191919191919192	0.171957671957672	0.175487465181058	0.296762589928058	0.15	0.2453125	0.20360824742268	0.130990415335463	0	0.225988700564972	0.155502392344498	0.207161125319693	0.1	1	0	0.239669421487603	0.257679180887372	0.176733780760626	0	0.141689373297003	0	0	0.207423580786026	0.20510095642933	0.149717514124294	0	0	0	0	0.209944751381215	0.256565656565657	0.185096153846154	0.196153846153846	0.210772833723653	0.21078431372549	0.270566727605119	0.120588235294118	0	0.173410404624277	0.118155619596542	0	0.236363636363636	0.0197368421052632	0.275154004106776	0.188505747126437	0.186046511627907	0.035031847133758	0.100303951367781	0.260765550239234	0.260765550239234
Olaparib	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Oxycodone	0	0	0.115727002967359	0.134502923976608	0	0	0.13960113960114	0	0.198492462311558	0	0	0.227272727272727	0	0.216073781291173	0.167123287671233	0	0.238095238095238	0.028391167192429	0.240944881889764	0.187192118226601	0.28538283062645	0	0.224528301886792	0	0.286057692307692	0.184275184275184	0	0	0.207739307535642	0.232736572890026	0.211136890951276	0.156576200417537	0.127725856697819	0.226069246435845	0.261205564142195	0	0.253101736972705	0.261205564142195	0.180878552971576	0.239795918367347	0.186528497409326	0.22165820642978	0.17027027027027	0	0.153846153846154	0.173267326732673	0.193353474320242	0.158602150537634	0.176190476190476	0	0	0	0.0980926430517711	0.251893939393939	0	0	0.220253164556962	0.18586387434555	0.180327868852459	0.266897746967071	0.145454545454545	0.222727272727273	0.216836734693878	0.123456790123457	0	0.213114754098361	0.22636815920398	0.175609756097561	0.134796238244514	0.239669421487603	0	1	0.251256281407035	0.178021978021978	0	0.144	0	0	0.180293501048218	0.240780911062907	0.155124653739612	0	0	0	0	0.160621761658031	0.269076305220884	0.189125295508274	0.185741088180113	0.178970917225951	0.214457831325301	0.284153005464481	0.133333333333333	0	0.198847262247839	0.127478753541076	0	0.21669341894061	0.00946372239747634	0.295687885010267	0.18961625282167	0.208762886597938	0.0403726708074534	0.0973451327433628	0.226027397260274	0.226027397260274
Paclitaxel	0	0	0.129955947136564	0.131465517241379	0	0	0.104938271604938	0	0.19921875	0	0	0.274952919020716	0	0.284848484848485	0.177824267782427	0	0.258695652173913	0.0311804008908686	0.397280966767372	0.213725490196078	0.282003710575139	0	0.29064039408867	0	0.299806576402321	0.260692464358452	0	0	0.287477954144621	0.26844262295082	0.294695481335953	0.165261382799325	0.0967032967032967	0.396975425330813	0.371223021582734	0	0.268774703557312	0.371223021582734	0.207317073170732	0.207364341085271	0.25	0.295625942684766	0.1875	0	0.20040899795501	0.184108527131783	0.141630901287554	0.168724279835391	0.237254901960784	0	0	0	0.141649048625793	0.357142857142857	0	0	0.235528942115768	0.234309623430962	0.147177419354839	0.291666666666667	0.139380530973451	0.344729344729345	0.230460921843687	0.115812917594655	0	0.197938144329897	0.141304347826087	0.220907297830375	0.0800865800865801	0.257679180887372	0	0.251256281407035	1	0.260299625468165	0	0.204255319148936	0	0	0.17056856187291	0.249756097560976	0.135245901639344	0	0	0	0	0.149312377210216	0.277408637873754	0.254901960784314	0.305602716468591	0.213893967093236	0.247081712062257	0.342902711323764	0.0977130977130977	0	0.202173913043478	0.128691983122363	0	0.278571428571429	0.0110619469026549	0.263157894736842	0.213893967093236	0.239263803680982	0.0305676855895196	0.0993520518358531	0.281368821292776	0.281368821292776
Pazopanib	0	0	0.170542635658915	0.171641791044776	0	0	0.0759075907590759	0	0.192307692307692	0	0	0.219895287958115	0	0.174273858921162	0.226480836236934	0	0.243243243243243	0.037037037037037	0.254833040421793	0.149295774647887	0.19106699751861	0	0.25	0	0.252717391304348	0.255384615384615	0	0	0.287841191066998	0.165714285714286	0.227397260273973	0.116279069767442	0.0786516853932584	0.263157894736842	0.216393442622951	0	0.19060773480663	0.216393442622951	0.247557003257329	0.190751445086705	0.192546583850932	0.283168316831683	0.192691029900332	0	0.167701863354037	0.13314447592068	0.18450184501845	0.193979933110368	0.224489795918367	0	0	0	0.13448275862069	0.270562770562771	0	0	0.228915662650602	0.254966887417219	0.18936877076412	0.225746268656716	0.211155378486056	0.219633943427621	0.255451713395639	0.124031007751938	0	0.205211726384365	0.102631578947368	0.207100591715976	0.0950570342205323	0.176733780760626	0	0.178021978021978	0.260299625468165	1	0	0.236933797909408	0	0	0.153301886792453	0.1395101171459	0.120915032679739	0	0	0	0	0.147239263803681	0.218340611353712	0.303951367781155	0.405541561712846	0.188976377952756	0.26099706744868	0.227626459143969	0.0709459459459459	0	0.195804195804196	0.186813186813187	0	0.171232876712329	0.0165289256198347	0.19017094017094	0.279661016949153	0.211656441717791	0.0316205533596838	0.1640625	0.218421052631579	0.218421052631579
Peginterferon alfa-2b	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Pemetrexed	0	0	0.181818181818182	0.217647058823529	0	0	0.11734693877551	0	0.233333333333333	0	0	0.192691029900332	0	0.12937595129376	0.262886597938144	0	0.266990291262136	0.0507246376811594	0.185546875	0.171206225680934	0.207119741100324	0	0.193877551020408	0	0.233449477351916	0.24896265560166	0	0	0.237237237237237	0.213709677419355	0.209219858156028	0.13030303030303	0.110429447852761	0.260479041916168	0.165137614678899	0	0.218045112781955	0.165137614678899	0.339805825242718	0.234817813765182	0.276497695852535	0.158458244111349	0.235294117647059	0	0.228310502283105	0.191056910569106	0.215909090909091	0.243781094527363	0.257028112449799	0	0	0	0.206521739130435	0.230769230769231	0	0	0.238683127572016	0.339901477832512	0.18957345971564	0.185344827586207	0.279220779220779	0.183364839319471	0.228215767634855	0.262068965517241	0	0.211981566820276	0.106382978723404	0.24896265560166	0.0838323353293413	0.141689373297003	0	0.144	0.204255319148936	0.236933797909408	0	1	0	0	0.154078549848943	0.101830663615561	0.174129353233831	0	0	0	0	0.186666666666667	0.165374677002584	0.303643724696356	0.222222222222222	0.214035087719298	0.251937984496124	0.210161662817552	0.105263157894737	0	0.298342541436464	0.185792349726776	0	0.160965794768612	0.0220588235294118	0.145038167938931	0.21830985915493	0.285714285714286	0.0547945205479452	0.20125786163522	0.223367697594502	0.223367697594502
Pertuzumab	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Plitidepsin	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Prednisone	0	0	0.13448275862069	0.1	0	0	0.110062893081761	0	0.178082191780822	0	0	0.16824644549763	0	0.171122994652406	0.117994100294985	0	0.168639053254438	0.041044776119403	0.178060413354531	0.175675675675676	0.187353629976581	0	0.180392156862745	0	0.175903614457831	0.163101604278075	0	0	0.194748358862144	0.195054945054945	0.16421568627451	0.522522522522523	0.0975609756097561	0.161087866108787	0.181259600614439	0	0.156565656565657	0.181259600614439	0.171428571428571	0.183288409703504	0.161016949152542	0.184210526315789	0.180428134556575	0	0.138418079096045	0.147849462365591	0.137254901960784	0.116279069767442	0.158031088082902	0	0	0	0.13015873015873	0.220675944333996	0	0	0.169354838709677	0.170028818443804	0.152694610778443	0.183391003460208	0.129692832764505	0.174652241112828	0.197771587743733	0.124113475177305	0	0.160818713450292	0.146529562982005	0.182065217391304	0.0899653979238754	0.207423580786026	0	0.180293501048218	0.17056856187291	0.153301886792453	0	0.154078549848943	0	0	1	0.160846560846561	0.134969325153374	0	0	0	0	0.165697674418605	0.196319018404908	0.172236503856041	0.17	0.162227602905569	0.177835051546392	0.202925045703839	0.106109324758842	0	0.156739811912226	0.121405750798722	0	0.201013513513514	0.0148698884758364	0.194274028629857	0.151079136690647	0.172222222222222	0.032258064516129	0.109215017064846	0.177884615384615	0.177884615384615
Pregabalin	0	0	0.068075117370892	0.0671296296296296	0	0	0.0698739977090493	0	0.141083521444695	0	0	0.143769968051118	0	0.275831873905429	0.0909090909090909	0	0.130938586326767	0.0153482880755608	0.269932756964457	0.142857142857143	0.210233592880979	0	0.245263157894737	0	0.207909604519774	0.127635960044395	0	0	0.191331923890063	0.153234960272418	0.146579804560261	0.136886102403344	0.0541176470588235	0.184567257559958	0.341948310139165	0	0.158305462653289	0.341948310139165	0.113483146067416	0.169724770642202	0.118376550169109	0.217054263565891	0.103881278538813	0	0.106861642294713	0.107692307692308	0.0865497076023392	0.105383734249714	0.123497267759563	0	0	0	0.0671981776765376	0.25	0	0	0.141573033707865	0.12929061784897	0.0977272727272727	0.317708333333333	0.0666666666666667	0.247441860465116	0.135955056179775	0.0527549824150059	0	0.103837471783296	0.117519042437432	0.126385809312639	0.0541176470588235	0.20510095642933	0	0.240780911062907	0.249756097560976	0.1395101171459	0	0.101830663615561	0	0	0.160846560846561	1	0.0831435079726651	0	0	0	0	0.105855855855856	0.271537622682661	0.130861504907306	0.191011235955056	0.140860215053763	0.161073825503356	0.306962025316456	0.0681293302540416	0	0.103368176538908	0.0837209302325581	0	0.247104247104247	0.00707547169811321	0.24332977588047	0.149512459371614	0.118171683389075	0.0223529411764706	0.0534883720930233	0.155339805825243	0.155339805825243
Propranolol	0	0	0.122699386503067	0.147058823529412	0	0	0.143646408839779	0	0.140562248995984	0	0	0.141447368421053	0	0.0960960960960961	0.159203980099502	0	0.152777777777778	0.064	0.116322701688555	0.115830115830116	0.195364238410596	0	0.114914425427873	0	0.1438127090301	0.151394422310757	0	0	0.126760563380282	0.151394422310757	0.142361111111111	0.12111801242236	0.149659863945578	0.148876404494382	0.110516934046346	0	0.190839694656489	0.110516934046346	0.152838427947598	0.172	0.183035714285714	0.109014675052411	0.170731707317073	0	0.157657657657658	0.1285140562249	0.181286549707602	0.14975845410628	0.135849056603774	0	0	0	0.111111111111111	0.147058823529412	0	0	0.151394422310757	0.145374449339207	0.160194174757282	0.130252100840336	0.178343949044586	0.114337568058076	0.168724279835391	0.179310344827586	0	0.146118721461187	0.167315175097276	0.133333333333333	0.157534246575342	0.149717514124294	0	0.155124653739612	0.135245901639344	0.120915032679739	0	0.174129353233831	0	0	0.134969325153374	0.0831435079726651	1	0	0	0	0	0.191588785046729	0.114213197969543	0.152416356877323	0.122762148337596	0.120805369127517	0.139194139194139	0.142857142857143	0.131428571428571	0	0.186170212765957	0.132596685082873	0	0.116600790513834	0.032520325203252	0.143603133159269	0.151724137931034	0.159663865546218	0.0441176470588235	0.098159509202454	0.162162162162162	0.162162162162162
Rifampin	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Rituximab	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Romidepsin	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Romiplostim	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Simvastatin	0	0	0.120418848167539	0.118811881188119	0	0	0.117370892018779	0	0.22568093385214	0	0	0.177570093457944	0	0.134128166915052	0.183856502242152	0	0.201716738197425	0.0649350649350649	0.157116451016636	0.176470588235294	0.213622291021672	0	0.184914841849148	0	0.218954248366013	0.163636363636364	0	0	0.184065934065934	0.189591078066914	0.172638436482085	0.126436781609195	0.15606936416185	0.16710875331565	0.135416666666667	0	0.275092936802974	0.135416666666667	0.229166666666667	0.270588235294118	0.203252032520325	0.154639175257732	0.226244343891403	0	0.190082644628099	0.172932330827068	0.201030927835052	0.15948275862069	0.177304964539007	0	0	0	0.110599078341014	0.220048899755501	0	0	0.163636363636364	0.182926829268293	0.244239631336406	0.180497925311203	0.161290322580645	0.160071942446043	0.193181818181818	0.202380952380952	0	0.189873417721519	0.118243243243243	0.185185185185185	0.0869565217391304	0.209944751381215	0	0.160621761658031	0.149312377210216	0.147239263803681	0	0.186666666666667	0	0	0.165697674418605	0.105855855855856	0.191588785046729	0	0	0	0	1	0.154791154791155	0.204946996466431	0.151960784313725	0.216666666666667	0.179310344827586	0.188183807439825	0.117073170731707	0	0.203791469194313	0.16256157635468	0	0.173228346456693	0.025974025974026	0.190355329949239	0.158730158730159	0.180769230769231	0.0484848484848485	0.141304347826087	0.221498371335505	0.221498371335505
Sirolimus	0	0	0.137142857142857	0.129476584022039	0	0	0.10761154855643	0	0.229064039408867	0	0	0.224400871459695	0	0.251655629139073	0.182058047493404	0	0.237333333333333	0.0357142857142857	0.259720062208398	0.197149643705463	0.285714285714286	0	0.297872340425532	0	0.335731414868106	0.247524752475248	0	0	0.257668711656442	0.217391304347826	0.242009132420091	0.163636363636364	0.0909090909090909	0.243027888446215	0.33652312599681	0	0.225581395348837	0.33652312599681	0.1975	0.233009708737864	0.197007481296758	0.370165745856354	0.194225721784777	0	0.207161125319693	0.137614678899083	0.168067226890756	0.182767624020888	0.243373493975904	0	0	0	0.124338624338624	0.32621359223301	0	0	0.223300970873786	0.19047619047619	0.158163265306122	0.325704225352113	0.149425287356322	0.275384615384615	0.211165048543689	0.112391930835735	0	0.185750636132316	0.105150214592275	0.223300970873786	0.0756302521008403	0.256565656565657	0	0.269076305220884	0.277408637873754	0.218340611353712	0	0.165374677002584	0	0	0.196319018404908	0.271537622682661	0.114213197969543	0	0	0	0	0.154791154791155	1	0.209677419354839	0.231638418079096	0.22	0.28921568627451	0.33394495412844	0.107238605898123	0	0.209944751381215	0.129032258064516	0	0.25	0.00884955752212389	0.258188824662813	0.211920529801325	0.191747572815534	0.043859649122807	0.122507122507123	0.247767857142857	0.247767857142857
Sorafenib	0	0	0.185022026431718	0.221739130434783	0	0	0.109848484848485	0	0.193548387096774	0	0	0.226628895184136	0	0.169054441260745	0.24124513618677	0	0.268939393939394	0.0428571428571429	0.238181818181818	0.153846153846154	0.198391420911528	0	0.243119266055046	0	0.244186046511628	0.258389261744966	0	0	0.255813953488372	0.194267515923567	0.24251497005988	0.128787878787879	0.0759493670886076	0.275773195876289	0.197635135135135	0	0.228395061728395	0.197635135135135	0.301115241635688	0.210862619808307	0.240282685512367	0.247464503042596	0.216417910447761	0	0.195121951219512	0.136222910216718	0.2	0.260700389105058	0.248387096774194	0	0	0	0.179282868525896	0.291375291375291	0	0	0.213592233009709	0.281481481481481	0.203703703703704	0.21875	0.266355140186916	0.236749116607774	0.237458193979933	0.178899082568807	0	0.199288256227758	0.109195402298851	0.217532467532468	0.0851063829787234	0.185096153846154	0	0.189125295508274	0.254901960784314	0.303951367781155	0	0.303643724696356	0	0	0.172236503856041	0.130861504907306	0.152416356877323	0	0	0	0	0.204946996466431	0.209677419354839	1	0.315789473684211	0.189801699716714	0.26031746031746	0.222903885480573	0.105058365758755	0	0.245967741935484	0.13671875	0	0.183636363636364	0.0142857142857143	0.188208616780045	0.242603550295858	0.23972602739726	0.0410958904109589	0.188340807174888	0.246376811594203	0.246376811594203
Sunitinib	0	0	0.156976744186047	0.161473087818697	0	0	0.0848329048843188	0	0.182464454976303	0	0	0.246119733924612	0	0.228868660598179	0.227397260273973	0	0.240641711229947	0.0357142857142857	0.308562197092084	0.169373549883991	0.202505219206681	0	0.261278195488722	0	0.235033259423503	0.279187817258883	0	0	0.292016806722689	0.180327868852459	0.289099526066351	0.12720156555773	0.0578512396694215	0.283950617283951	0.281345565749235	0	0.205949656750572	0.281345565749235	0.25065274151436	0.181395348837209	0.209068010075567	0.340540540540541	0.184895833333333	0	0.197969543147208	0.148148148148148	0.155124653739612	0.192105263157895	0.219858156028369	0	0	0	0.1455525606469	0.32621359223301	0	0	0.197149643705463	0.25	0.158163265306122	0.238486842105263	0.183431952662722	0.285271317829457	0.211165048543689	0.102857142857143	0	0.170854271356784	0.0887949260042283	0.229268292682927	0.0726256983240224	0.196153846153846	0	0.185741088180113	0.305602716468591	0.405541561712846	0	0.222222222222222	0	0	0.17	0.191011235955056	0.122762148337596	0	0	0	0	0.151960784313725	0.231638418079096	0.315789473684211	1	0.198689956331878	0.331645569620253	0.264347826086957	0.081151832460733	0	0.190217391304348	0.122994652406417	0	0.228346456692913	0.0118343195266272	0.195970695970696	0.285714285714286	0.221393034825871	0.0258620689655172	0.135446685878963	0.239467849223947	0.239467849223947
Tamoxifen	0	0	0.153543307086614	0.109090909090909	0	0	0.0856164383561644	0	0.412186379928315	0	0	0.177835051546392	0	0.158620689655172	0.166666666666667	0	0.188741721854305	0.0340425531914894	0.201022146507666	0.191044776119403	0.232984293193717	0	0.209401709401709	0	0.262569832402235	0.1875	0	0	0.208530805687204	0.176991150442478	0.18010752688172	0.148780487804878	0.0730769230769231	0.241626794258373	0.199672667757774	0	0.216138328530259	0.199672667757774	0.214285714285714	0.202985074626866	0.194267515923567	0.192164179104478	0.291512915129151	0	0.191558441558442	0.177710843373494	0.238095238095238	0.16	0.208823529411765	0	0	0	0.12280701754386	0.229787234042553	0	0	0.194610778443114	0.185897435897436	0.179054054054054	0.202226345083488	0.15234375	0.204658901830283	0.283387622149837	0.115079365079365	0	0.160771704180064	0.0933333333333333	0.209090909090909	0.0648854961832061	0.210772833723653	0	0.178970917225951	0.213893967093236	0.188976377952756	0	0.214035087719298	0	0	0.162227602905569	0.140860215053763	0.120805369127517	0	0	0	0	0.216666666666667	0.22	0.189801699716714	0.198689956331878	1	0.199430199430199	0.219607843137255	0.0731707317073171	0	0.224264705882353	0.197718631178707	0	0.184210526315789	0.0128205128205128	0.231460674157303	0.168421052631579	0.221518987341772	0.0413223140495868	0.137795275590551	0.194736842105263	0.194736842105263
Temsirolimus	0	0	0.221719457013575	0.242290748898678	0	0	0.101123595505618	0	0.200647249190939	0	0	0.26530612244898	0	0.175539568345324	0.28	0	0.322834645669291	0.0526315789473684	0.226618705035971	0.193650793650794	0.234159779614325	0	0.265734265734266	0	0.292168674698795	0.323943661971831	0	0	0.281578947368421	0.205128205128205	0.283950617283951	0.134177215189873	0.080168776371308	0.252525252525253	0.261101243339254	0	0.183976261127596	0.261101243339254	0.276363636363636	0.217948717948718	0.23943661971831	0.313432835820896	0.193430656934307	0	0.198606271777003	0.171974522292994	0.204166666666667	0.25968992248062	0.251612903225806	0	0	0	0.146718146718147	0.284722222222222	0	0	0.201277955271566	0.239285714285714	0.198529411764706	0.230314960629921	0.230769230769231	0.234154929577465	0.220394736842105	0.136563876651982	0	0.169550173010381	0.0963172804532578	0.261744966442953	0.0847457627118644	0.21078431372549	0	0.214457831325301	0.247081712062257	0.26099706744868	0	0.251937984496124	0	0	0.177835051546392	0.161073825503356	0.139194139194139	0	0	0	0	0.179310344827586	0.28921568627451	0.26031746031746	0.331645569620253	0.199430199430199	1	0.263713080168776	0.104651162790698	0	0.244979919678715	0.131782945736434	0	0.21415270018622	0.014218009478673	0.209677419354839	0.295384615384615	0.218120805369128	0.0409090909090909	0.161572052401747	0.238505747126437	0.238505747126437
